Customer_ID,Customer_Name,Phone,Age,Occupation,Gender,House_No,Moo,Subdistrict,District,Province,Postal_Code,Marital_Status,Beneficiary_Name,Beneficiary_Relationship,Annual_Income
C022,สมหญิง สุขสวัสดิ์,0878680640,22,นักบัญชี,หญิง,168/73,1,เมืองเก่า,เมืองขอนแก่น,ขอนแก่น,40000,สมรส,สุภาวดี พรหมดี,พี่น้อง,392000
C023,กิตติพงษ์ แก้วมณี,0879277983,52,นักบัญชี,หญิง,265/58,10,บ้านเป็ด,เมืองขอนแก่น,ขอนแก่น,40000,โสด,ปวีณา แก้วมณี,บิดา,463000
C024,มณีรัตน์ อินทร์ทอง,0863482071,34,วิศวกร,ชาย,66/57,6,บ้านเป็ด,เมืองขอนแก่น,ขอนแก่น,40000,สมรส,สมชาย สุขสวัสดิ์,บิดา,700000
C025,พัชราภา เจริญสุข,0845075326,51,โปรแกรมเมอร์,ชาย,35/57,13,เมืองพล,พล,ขอนแก่น,40120,หม้าย,อรทัย สุขสวัสดิ์,บิดา,414000
C026,ธนกร รุ่งเรือง,0842482533,30,ช่างก่อสร้าง,ชาย,103/59,10,กุดเค้า,มัญจาคีรี,ขอนแก่น,40160,โสด,ภัทรพล สุขสวัสดิ์,สามี,342000
C027,อรทัย พรหมดี,0886109078,20,ช่างก่อสร้าง,หญิง,276/67,11,เมืองพล,พล,ขอนแก่น,40120,โสด,อรปรียา ทองคำ,บิดา,209000
C028,นภัสสร สุขสวัสดิ์,0898162536,51,พยาบาล,ชาย,272/17,9,ชุมแพ,ชุมแพ,ขอนแก่น,40130,หย่าร้าง,สมชาย แก้วมณี,บุตร,576000
C029,สมหญิง ทองคำ,0899434337,37,เกษตรกร,หญิง,24/96,13,สำราญ,เมืองขอนแก่น,ขอนแก่น,40000,หย่าร้าง,ธนภัทร แสงทอง,บิดา,226000
C030,ณิชาภัทร ศรีทอง,0885437345,20,แพทย์,ชาย,289/52,13,บ้านไผ่,บ้านไผ่,ขอนแก่น,40110,โสด,เอกภพ คงดี,บุตร,651000
C031,พิมพ์ชนก คงมั่น,0867781037,55,วิศวกร,หญิง,234/63,8,น้ำพอง,น้ำพอง,ขอนแก่น,40140,หย่าร้าง,อนันต์ คงมั่น,ภรรยา,302000
C032,ณิชาภัทร อินทร์ทอง,0829840023,59,วิศวกร,หญิง,37/50,6,บ้านไผ่,บ้านไผ่,ขอนแก่น,40110,โสด,รัตนาภรณ์ แก้วมณี,บิดา,333000
C033,พิมพ์ชนก สุขสวัสดิ์,0829774308,65,วิศวกร,ชาย,100/96,2,ชุมแพ,ชุมแพ,ขอนแก่น,40130,หย่าร้าง,มณีรัตน์ สายทอง,บุตร,633000
C034,ธีรภัทร์ แสงทอง,0847361522,51,คนขับรถ,หญิง,122/22,6,ศิลา,เมืองขอนแก่น,ขอนแก่น,40000,สมรส,วรพล แสงทอง,มารดา,276000
C035,วรพล รุ่งเรือง,0823018200,26,พยาบาล,ชาย,78/48,11,กุดเค้า,มัญจาคีรี,ขอนแก่น,40160,โสด,พัชราภา บุญช่วย,บุตร,542000
C036,ชลธิชา แก้วใส,0882954722,45,โปรแกรมเมอร์,ชาย,162/81,12,ในเมือง,เมืองขอนแก่น,ขอนแก่น,40000,หม้าย,ปวีณา วัฒนชัย,สามี,341000
C037,รัตนาภรณ์ อินทร์ดี,0868129175,39,วิศวกร,ชาย,241/94,14,ศิลา,เมืองขอนแก่น,ขอนแก่น,40000,หม้าย,ชยพล สุวรรณ,พี่น้อง,314000
C038,ชลธิชา รุ่งเรือง,0893086500,51,พนักงานขาย,หญิง,255/64,3,กุดเค้า,มัญจาคีรี,ขอนแก่น,40160,โสด,ศุภชัย แก้วใส,ภรรยา,586000
C039,อนันต์ เจริญสุข,0841108889,22,แพทย์,หญิง,280/24,1,ศิลา,เมืองขอนแก่น,ขอนแก่น,40000,โสด,ชยพล มีสุข,บุตร,1625000
C040,พิมพ์ชนก รุ่งเรือง,0888421009,51,พยาบาล,หญิง,226/17,9,ชุมแพ,ชุมแพ,ขอนแก่น,40130,สมรส,อรทัย แก้วมณี,ภรรยา,594000
C041,ศุภชัย ศรีสุข,0864022320,28,ครู,หญิง,182/82,5,ชุมแพ,ชุมแพ,ขอนแก่น,40130,หย่าร้าง,ศุภชัย วงศ์ดี,มารดา,435000
C042,ธนภัทร บุญมี,0854096715,65,พนักงานขาย,หญิง,2/35,6,เมืองเก่า,เมืองขอนแก่น,ขอนแก่น,40000,หย่าร้าง,ธีรภัทร์ แสงทอง,พี่น้อง,248000
C043,กัญญารัตน์ ใจดี,0823900686,40,ตำรวจ,ชาย,129/2,8,กุดเค้า,มัญจาคีรี,ขอนแก่น,40160,หม้าย,ภัทรพล พรหมดี,สามี,492000
C044,ศิริพร แก้วใส,0836064443,65,คนขับรถ,หญิง,7/47,1,ในเมือง,เมืองขอนแก่น,ขอนแก่น,40000,สมรส,กิตติพงษ์ วงศ์ดี,สามี,268000
C045,อนันต์ คงดี,0829933397,65,พนักงานขาย,ชาย,217/43,3,น้ำพอง,น้ำพอง,ขอนแก่น,40140,หม้าย,พิมพ์ชนก แก้วใส,สามี,473000
C046,ธนกร แก้วใส,0842544913,43,ช่างก่อสร้าง,ชาย,91/60,15,กุดเค้า,มัญจาคีรี,ขอนแก่น,40160,หย่าร้าง,มณีรัตน์ วัฒนชัย,สามี,456000
C047,รัตนาภรณ์ สุขสวัสดิ์,0873913913,39,วิศวกร,ชาย,280/45,7,กุดเค้า,มัญจาคีรี,ขอนแก่น,40160,หม้าย,ธนกร พรหมดี,มารดา,678000
C048,เอกภพ อินทร์ดี,0883476149,29,วิศวกร,หญิง,109/31,6,ศิลา,เมืองขอนแก่น,ขอนแก่น,40000,โสด,พัชราภา บุญช่วย,บุตร,347000
C049,กัญญารัตน์ พรหมดี,0884412060,29,แพทย์,ชาย,268/94,8,เมืองพล,พล,ขอนแก่น,40120,โสด,อรทัย วงศ์ดี,ภรรยา,1420000
C050,กัญญารัตน์ ทองดี,0857499628,61,คนขับรถ,หญิง,79/38,12,เมืองพล,พล,ขอนแก่น,40120,หย่าร้าง,พัชราภา รุ่งเรือง,ภรรยา,381000
C051,กัญญารัตน์ บุญมี,0893693621,20,เกษตรกร,ชาย,56/62,11,ศิลา,เมืองขอนแก่น,ขอนแก่น,40000,โสด,เอกภพ ทองคำ,พี่น้อง,331000
C052,อรปรียา บุญมี,0878802424,43,ตำรวจ,ชาย,31/36,12,เมืองพล,พล,ขอนแก่น,40120,หย่าร้าง,มณีรัตน์ ใจดี,สามี,359000
C053,ชยพล ศรีทอง,0855825897,47,เกษตรกร,ชาย,99/35,14,ชุมแพ,ชุมแพ,ขอนแก่น,40130,สมรส,พิมพ์ชนก สุวรรณ,ภรรยา,487000
C054,พัชราภา อินทร์ดี,0822748656,33,พนักงานบริษัท,หญิง,195/14,4,บ้านไผ่,บ้านไผ่,ขอนแก่น,40110,สมรส,ภัทรพล บุญมี,บิดา,575000
C055,กัญญารัตน์ พงษ์ดี,0892463146,54,ช่างก่อสร้าง,หญิง,126/14,1,บ้านไผ่,บ้านไผ่,ขอนแก่น,40110,หม้าย,รัตนาภรณ์ แก้วมณี,บิดา,472000
C056,ณัฐวุฒิ เจริญสุข,0866614366,64,พนักงานบริษัท,หญิง,165/58,11,เมืองเก่า,เมืองขอนแก่น,ขอนแก่น,40000,โสด,ธีรภัทร์ วงศ์ดี,บิดา,482000
C057,ภูมิพัฒน์ สายทอง,0864737463,65,แพทย์,หญิง,282/34,15,บ้านไผ่,บ้านไผ่,ขอนแก่น,40110,หม้าย,เอกภพ บุญช่วย,บุตร,829000
C058,ภูมิพัฒน์ สุวรรณ,0859038082,23,วิศวกร,ชาย,260/24,1,เมืองเก่า,เมืองขอนแก่น,ขอนแก่น,40000,สมรส,สมหญิง ศรีสุข,บิดา,311000
C059,พิมพ์ชนก วัฒนชัย,0826886385,28,โปรแกรมเมอร์,ชาย,252/28,7,บ้านไผ่,บ้านไผ่,ขอนแก่น,40110,หย่าร้าง,ศิริพร พรหมดี,บิดา,349000
C060,สุภาวดี มีสุข,0892703987,48,ช่างก่อสร้าง,ชาย,261/5,3,เมืองพล,พล,ขอนแก่น,40120,สมรส,พัชราภา รุ่งเรือง,สามี,300000
C061,ธีรภัทร์ บุญช่วย,0847708409,33,พนักงานขาย,หญิง,45/53,4,ชุมแพ,ชุมแพ,ขอนแก่น,40130,สมรส,อนันต์ ทองดี,สามี,578000
C062,วรัญญา อินทร์ทอง,0863981111,20,พยาบาล,ชาย,233/23,13,ในเมือง,เมืองขอนแก่น,ขอนแก่น,40000,โสด,อรทัย แสงทอง,บุตร,257000
C063,รัตนาภรณ์ สุขสวัสดิ์,0819061964,55,ตำรวจ,หญิง,207/44,12,บ้านไผ่,บ้านไผ่,ขอนแก่น,40110,สมรส,ธนกร สายทอง,บุตร,332000
C064,ณัฐวุฒิ แก้วใส,0848833364,59,ตำรวจ,หญิง,135/83,7,บ้านไผ่,บ้านไผ่,ขอนแก่น,40110,หย่าร้าง,พัชราภา วัฒนชัย,พี่น้อง,374000
C065,ศุภชัย พงษ์ดี,0874713002,51,โปรแกรมเมอร์,หญิง,259/19,3,ชุมแพ,ชุมแพ,ขอนแก่น,40130,หม้าย,เอกภพ รุ่งเรือง,บุตร,846000
C066,พัชราภา พงษ์ดี,0851741338,28,แพทย์,ชาย,9/34,3,ชุมแพ,ชุมแพ,ขอนแก่น,40130,หย่าร้าง,กัญญารัตน์ วงศ์ดี,บิดา,930000
C067,กิตติพงษ์ คงดี,0897201057,36,คนขับรถ,หญิง,14/20,11,สำราญ,เมืองขอนแก่น,ขอนแก่น,40000,หย่าร้าง,สมหญิง สุวรรณ,บุตร,183000
C068,นภัสสร แสงทอง,0812018746,50,พยาบาล,ชาย,98/2,11,น้ำพอง,น้ำพอง,ขอนแก่น,40140,สมรส,ณัฐวุฒิ สายทอง,บิดา,443000
C069,พัชราภา สุวรรณ,0888561515,35,พนักงานขาย,ชาย,114/80,5,กุดเค้า,มัญจาคีรี,ขอนแก่น,40160,หม้าย,อนันต์ สุขสวัสดิ์,ภรรยา,231000
C070,ภัทรพล ใจดี,0846135922,60,เกษตรกร,หญิง,77/51,5,สำราญ,เมืองขอนแก่น,ขอนแก่น,40000,โสด,ธนกร พรหมดี,มารดา,334000
C071,ภัทรพล มีสุข,0847492117,21,เกษตรกร,ชาย,257/80,14,ในเมือง,เมืองขอนแก่น,ขอนแก่น,40000,สมรส,สมหญิง คงดี,บุตร,121000
C072,สมชาย ศรีสุข,0844628049,62,พนักงานขาย,ชาย,101/70,2,ชุมแพ,ชุมแพ,ขอนแก่น,40130,หย่าร้าง,ธีรภัทร์ แก้วมณี,มารดา,385000
C073,ภัทรพล วงศ์ดี,0884458998,57,แพทย์,ชาย,285/82,14,น้ำพอง,น้ำพอง,ขอนแก่น,40140,โสด,อรทัย รุ่งเรือง,พี่น้อง,1661000
C074,ภูมิพัฒน์ คงมั่น,0861934835,52,ช่างก่อสร้าง,หญิง,136/22,12,กุดเค้า,มัญจาคีรี,ขอนแก่น,40160,หย่าร้าง,สมหญิง มีสุข,พี่น้อง,293000
C075,พัชราภา ใจดี,0832729463,27,วิศวกร,หญิง,140/52,10,ชุมแพ,ชุมแพ,ขอนแก่น,40130,หย่าร้าง,อรปรียา เจริญสุข,บุตร,774000
C076,ธนกร อินทร์ดี,0823940980,33,วิศวกร,ชาย,69/95,14,เมืองเก่า,เมืองขอนแก่น,ขอนแก่น,40000,หม้าย,มณีรัตน์ อินทร์ทอง,บุตร,461000
C077,ศิริพร รุ่งเรือง,0827804355,43,พยาบาล,ชาย,16/7,7,กุดเค้า,มัญจาคีรี,ขอนแก่น,40160,หม้าย,ณิชาภัทร ศรีทอง,สามี,578000
C078,ชยพล มีสุข,0863838647,56,ตำรวจ,ชาย,41/2,8,ชุมแพ,ชุมแพ,ขอนแก่น,40130,หม้าย,ธนภัทร อินทร์ทอง,สามี,436000
C079,ภูมิพัฒน์ บุญช่วย,0853178132,49,วิศวกร,ชาย,3/86,7,ชุมแพ,ชุมแพ,ขอนแก่น,40130,โสด,อรทัย แก้วใส,สามี,451000
C080,อรทัย แก้วใส,0882994187,22,พนักงานขาย,หญิง,19/27,5,น้ำพอง,น้ำพอง,ขอนแก่น,40140,โสด,ณิชาภัทร บุญช่วย,บุตร,280000
C081,ศิริพร แก้วใส,0874095769,26,ตำรวจ,หญิง,59/16,9,เมืองพล,พล,ขอนแก่น,40120,โสด,ชลธิชา คงมั่น,บุตร,583000
C082,ภูมิพัฒน์ คงดี,0841003528,42,ช่างก่อสร้าง,หญิง,116/73,12,ชุมแพ,ชุมแพ,ขอนแก่น,40130,หย่าร้าง,มณีรัตน์ ศรีทอง,มารดา,250000
C083,มณีรัตน์ วัฒนชัย,0831497510,27,โปรแกรมเมอร์,ชาย,195/31,12,น้ำพอง,น้ำพอง,ขอนแก่น,40140,โสด,ภูมิพัฒน์ พรหมดี,มารดา,720000
C084,สุภาวดี ศรีทอง,0881762110,23,พนักงานบริษัท,ชาย,105/4,9,เมืองพล,พล,ขอนแก่น,40120,โสด,พิมพ์ชนก วัฒนชัย,สามี,459000
C085,อรปรียา เจริญสุข,0839254606,23,นักบัญชี,ชาย,244/64,12,เมืองเก่า,เมืองขอนแก่น,ขอนแก่น,40000,สมรส,ธีรภัทร์ ศรีสุข,บุตร,563000
C086,ชยพล ศรีทอง,0854064342,37,เกษตรกร,ชาย,295/69,13,ศิลา,เมืองขอนแก่น,ขอนแก่น,40000,หย่าร้าง,ปวีณา ใจดี,มารดา,271000
C087,อรปรียา พงษ์ดี,0815191611,27,พนักงานบริษัท,ชาย,113/6,3,กุดเค้า,มัญจาคีรี,ขอนแก่น,40160,หม้าย,วรพล รุ่งเรือง,บิดา,486000
C088,รัตนาภรณ์ ใจดี,0832345192,56,ตำรวจ,ชาย,82/41,13,บ้านไผ่,บ้านไผ่,ขอนแก่น,40110,หย่าร้าง,ศุภชัย พรหมดี,ภรรยา,581000
C089,วรัญญา สุวรรณ,0821170201,52,พนักงานขาย,ชาย,199/37,15,ศิลา,เมืองขอนแก่น,ขอนแก่น,40000,หม้าย,ณัฐวุฒิ แก้วใส,บิดา,262000
C090,ณัฐวุฒิ อินทร์ดี,0869332853,58,นักบัญชี,หญิง,129/8,7,เมืองเก่า,เมืองขอนแก่น,ขอนแก่น,40000,สมรส,สมชาย บุญมี,พี่น้อง,565000
C091,อรทัย คงมั่น,0887479739,49,เกษตรกร,หญิง,218/21,10,ศิลา,เมืองขอนแก่น,ขอนแก่น,40000,หม้าย,ธนภัทร ทองดี,สามี,406000
C092,เอกภพ รุ่งเรือง,0816048785,53,วิศวกร,หญิง,240/97,2,เมืองพล,พล,ขอนแก่น,40120,สมรส,ชยพล สุวรรณ,พี่น้อง,676000
C093,ศุภชัย รุ่งเรือง,0824309659,56,คนขับรถ,ชาย,207/60,6,ศิลา,เมืองขอนแก่น,ขอนแก่น,40000,สมรส,อรทัย สายทอง,ภรรยา,304000
C094,อนันต์ คงมั่น,0817868004,55,เกษตรกร,หญิง,235/7,2,ชุมแพ,ชุมแพ,ขอนแก่น,40130,หม้าย,พิมพ์ชนก ศรีสุข,พี่น้อง,457000
C095,กิตติพงษ์ บุญมี,0843987096,20,แพทย์,ชาย,89/14,8,น้ำพอง,น้ำพอง,ขอนแก่น,40140,สมรส,ธนภัทร อินทร์ทอง,สามี,820000
C096,อนันต์ แก้วใส,0822774756,51,พนักงานบริษัท,ชาย,204/93,11,กุดเค้า,มัญจาคีรี,ขอนแก่น,40160,โสด,อรทัย สุวรรณ,พี่น้อง,198000
C097,มณีรัตน์ พงษ์ดี,0859475061,41,แพทย์,ชาย,297/3,8,กุดเค้า,มัญจาคีรี,ขอนแก่น,40160,สมรส,พัชราภา แสงทอง,บิดา,1729000
C098,ศุภชัย สุวรรณ,0869226311,60,โปรแกรมเมอร์,หญิง,69/14,12,สำราญ,เมืองขอนแก่น,ขอนแก่น,40000,โสด,ปวีณา คงดี,ภรรยา,733000
C099,ศุภชัย แก้วมณี,0827892168,65,ตำรวจ,หญิง,213/70,7,สำราญ,เมืองขอนแก่น,ขอนแก่น,40000,หย่าร้าง,กัญญารัตน์ ศรีสุข,ภรรยา,505000
C100,อนันต์ ใจดี,0831348645,60,พนักงานบริษัท,ชาย,65/15,15,ชุมแพ,ชุมแพ,ขอนแก่น,40130,สมรส,ภัทรพล ใจดี,มารดา,546000
C101,อรปรียา แก้วมณี,0877245506,36,คนขับรถ,หญิง,208/84,4,เมืองเก่า,เมืองขอนแก่น,ขอนแก่น,40000,หย่าร้าง,ชลธิชา ใจดี,สามี,356000
C102,ศุภชัย สุวรรณ,0862665395,23,วิศวกร,หญิง,13/66,9,ชุมแพ,ชุมแพ,ขอนแก่น,40130,สมรส,ปวีณา สุขสวัสดิ์,บุตร,387000
C103,ณัฐวุฒิ อินทร์ดี,0878680322,52,คนขับรถ,ชาย,209/63,3,บ้านเป็ด,เมืองขอนแก่น,ขอนแก่น,40000,โสด,รัตนาภรณ์ พรหมดี,บุตร,406000
C104,อนันต์ คงดี,0841021399,61,ช่างก่อสร้าง,หญิง,296/99,1,สำราญ,เมืองขอนแก่น,ขอนแก่น,40000,สมรส,ภัทรพล บุญช่วย,มารดา,244000
C105,ธนภัทร แก้วใส,0847170966,45,ตำรวจ,ชาย,183/80,8,เมืองเก่า,เมืองขอนแก่น,ขอนแก่น,40000,หย่าร้าง,พิมพ์ชนก ทองดี,บุตร,447000
C106,ธนภัทร พงษ์ดี,0844576947,45,พนักงานบริษัท,หญิง,271/44,2,ศิลา,เมืองขอนแก่น,ขอนแก่น,40000,โสด,กิตติพงษ์ ศรีทอง,บุตร,302000
C107,ณัฐวุฒิ อินทร์ดี,0827297250,35,ตำรวจ,ชาย,35/84,12,น้ำพอง,น้ำพอง,ขอนแก่น,40140,หม้าย,อนันต์ พรหมดี,ภรรยา,276000
C108,พัชราภา วัฒนชัย,0814446072,28,ตำรวจ,ชาย,28/43,9,ในเมือง,เมืองขอนแก่น,ขอนแก่น,40000,โสด,ธีรภัทร์ คงมั่น,มารดา,355000
C109,สมชาย สุขสวัสดิ์,0835237982,27,พนักงานขาย,ชาย,62/13,6,เมืองเก่า,เมืองขอนแก่น,ขอนแก่น,40000,โสด,สมชาย วงศ์ดี,บิดา,332000
C110,สุภาวดี ศรีสุข,0815054557,40,วิศวกร,ชาย,103/86,14,ศิลา,เมืองขอนแก่น,ขอนแก่น,40000,หม้าย,รัตนาภรณ์ มีสุข,สามี,546000
C111,สมหญิง แก้วใส,0894317768,26,พนักงานบริษัท,หญิง,15/81,8,ในเมือง,เมืองขอนแก่น,ขอนแก่น,40000,หม้าย,ภูมิพัฒน์ มีสุข,บุตร,209000
C112,นภัสสร สุวรรณ,0886900151,59,พนักงานบริษัท,หญิง,220/13,11,ศิลา,เมืองขอนแก่น,ขอนแก่น,40000,หม้าย,ปวีณา คงมั่น,บิดา,578000
C113,ปวีณา แก้วมณี,0869411695,47,ช่างก่อสร้าง,ชาย,179/99,11,เมืองเก่า,เมืองขอนแก่น,ขอนแก่น,40000,โสด,วรพล อินทร์ทอง,ภรรยา,348000
C114,พิมพ์ชนก วัฒนชัย,0851316626,48,คนขับรถ,ชาย,92/32,10,เมืองเก่า,เมืองขอนแก่น,ขอนแก่น,40000,สมรส,ชยพล มีสุข,มารดา,212000
C115,ภัทรพล พงษ์ดี,0878113282,20,ช่างก่อสร้าง,ชาย,173/74,4,เมืองพล,พล,ขอนแก่น,40120,โสด,อนันต์ มีสุข,มารดา,394000
C116,ธนภัทร แก้วมณี,0819182920,63,คนขับรถ,ชาย,252/59,14,สำราญ,เมืองขอนแก่น,ขอนแก่น,40000,หย่าร้าง,กัญญารัตน์ คงดี,สามี,185000
C117,อนันต์ ศรีทอง,0867118415,30,พนักงานบริษัท,ชาย,294/8,13,เมืองเก่า,เมืองขอนแก่น,ขอนแก่น,40000,โสด,พิมพ์ชนก คงดี,บิดา,261000
C118,ณัฐวุฒิ ศรีสุข,0888837588,50,ตำรวจ,หญิง,93/83,9,เมืองเก่า,เมืองขอนแก่น,ขอนแก่น,40000,หม้าย,ชลธิชา อินทร์ดี,บิดา,560000
C119,ณัฐวุฒิ สุขสวัสดิ์,0886427510,23,ตำรวจ,ชาย,197/72,9,น้ำพอง,น้ำพอง,ขอนแก่น,40140,โสด,ภัทรพล ศรีสุข,บุตร,437000
C120,ปวีณา เจริญสุข,0899626081,57,พนักงานขาย,ชาย,109/90,5,บ้านไผ่,บ้านไผ่,ขอนแก่น,40110,หม้าย,วรพล คงมั่น,บิดา,206000
C121,วรัญญา ใจดี,0869167175,21,พนักงานขาย,ชาย,95/53,12,กุดเค้า,มัญจาคีรี,ขอนแก่น,40160,สมรส,สมชาย สุวรรณ,บุตร,181000
C122,ธนกร ทองคำ,0817202568,20,โปรแกรมเมอร์,ชาย,66/79,2,กุดเค้า,มัญจาคีรี,ขอนแก่น,40160,โสด,นภัสสร อินทร์ทอง,มารดา,390000
C123,ปวีณา บุญช่วย,0816690466,42,แพทย์,หญิง,284/24,15,บ้านเป็ด,เมืองขอนแก่น,ขอนแก่น,40000,สมรส,ศิริพร อินทร์ดี,บิดา,825000
C124,ณิชาภัทร แสงทอง,0844498717,51,นักบัญชี,หญิง,187/43,12,ชุมแพ,ชุมแพ,ขอนแก่น,40130,โสด,อรปรียา พงษ์ดี,มารดา,327000
C125,ณัฐวุฒิ สายทอง,0837675660,30,แพทย์,หญิง,261/61,8,บ้านไผ่,บ้านไผ่,ขอนแก่น,40110,สมรส,นภัสสร วัฒนชัย,บุตร,1283000
C126,มณีรัตน์ ทองคำ,0884558700,26,นักบัญชี,หญิง,24/11,14,สำราญ,เมืองขอนแก่น,ขอนแก่น,40000,สมรส,รัตนาภรณ์ บุญช่วย,พี่น้อง,571000
C127,ศุภชัย ใจดี,0871694374,65,พยาบาล,ชาย,65/69,7,เมืองพล,พล,ขอนแก่น,40120,สมรส,ณิชาภัทร สุวรรณ,ภรรยา,436000
C128,ธีรภัทร์ วงศ์ดี,0895432801,42,แพทย์,ชาย,22/68,5,บ้านเป็ด,เมืองขอนแก่น,ขอนแก่น,40000,สมรส,กัญญารัตน์ วัฒนชัย,พี่น้อง,1221000
C129,ชลธิชา พงษ์ดี,0876321365,57,โปรแกรมเมอร์,หญิง,290/96,9,เมืองพล,พล,ขอนแก่น,40120,หย่าร้าง,กัญญารัตน์ สายทอง,สามี,1111000
C130,กัญญารัตน์ บุญมี,0853235781,29,คนขับรถ,หญิง,137/92,1,กุดเค้า,มัญจาคีรี,ขอนแก่น,40160,สมรส,ชยพล สายทอง,ภรรยา,368000
C131,รัตนาภรณ์ ศรีสุข,0842026389,38,ช่างก่อสร้าง,หญิง,246/39,7,ศิลา,เมืองขอนแก่น,ขอนแก่น,40000,หย่าร้าง,สุภาวดี วัฒนชัย,บุตร,429000
C132,ภัทรพล พงษ์ดี,0842004393,30,พนักงานบริษัท,ชาย,33/87,7,เมืองพล,พล,ขอนแก่น,40120,หม้าย,นภัสสร อินทร์ทอง,ภรรยา,247000
