Customer_ID,Customer_Name,Phone,Age,Occupation,Gender,House_No,Moo,Subdistrict,District,Province,Postal_Code,Marital_Status,Beneficiary_Name,Beneficiary_Relationship,Annual_Income
C051,ณิชาภัทร วัฒนชัย,0839089795,46,นักบัญชี,หญิง,148/77,5,ในเมือง,เมืองขอนแก่น,ขอนแก่น,40000,หย่าร้าง,กิตติพงษ์ ทองดี,บุตร,348000
C052,ศิริพร วัฒนชัย,0815487028,42,คนขับรถ,หญิง,143/74,4,ศิลา,เมืองขอนแก่น,ขอนแก่น,40000,หม้าย,วรัญญา บุญช่วย,บุตร,465000
C053,สมชาย สุขสวัสดิ์,0831514340,37,ตำรวจ,หญิง,180/1,3,กุดเค้า,มัญจาคีรี,ขอนแก่น,40160,สมรส,อรปรียา สุวรรณ,ภรรยา,275000
C054,ณัฐวุฒิ ทองคำ,0821882629,53,พยาบาล,หญิง,233/44,3,บ้านไผ่,บ้านไผ่,ขอนแก่น,40110,หย่าร้าง,นภัสสร ทองคำ,สามี,530000
C055,พิมพ์ชนก สุขสวัสดิ์,0849595744,59,พนักงานบริษัท,ชาย,227/85,7,สำราญ,เมืองขอนแก่น,ขอนแก่น,40000,หม้าย,ศุภชัย เจริญสุข,ภรรยา,319000
C056,กิตติพงษ์ มีสุข,0811128967,47,ครู,หญิง,250/68,11,น้ำพอง,น้ำพอง,ขอนแก่น,40140,หย่าร้าง,สมหญิง แก้วใส,ภรรยา,546000
C057,อรทัย พรหมดี,0879935249,33,แพทย์,หญิง,168/16,1,สำราญ,เมืองขอนแก่น,ขอนแก่น,40000,หม้าย,เอกภพ อินทร์ดี,มารดา,864000
C058,พัชราภา แก้วใส,0877785090,52,คนขับรถ,หญิง,204/95,1,ศิลา,เมืองขอนแก่น,ขอนแก่น,40000,หม้าย,สมชาย เจริญสุข,บิดา,340000
C059,พัชราภา แก้วมณี,0872776088,46,วิศวกร,ชาย,11/42,3,บ้านไผ่,บ้านไผ่,ขอนแก่น,40110,หม้าย,รัตนาภรณ์ คงดี,สามี,390000
C060,ศิริพร อินทร์ดี,0829902071,57,โปรแกรมเมอร์,ชาย,159/96,6,บ้านไผ่,บ้านไผ่,ขอนแก่น,40110,สมรส,ภัทรพล สุขสวัสดิ์,บิดา,822000
C061,กัญญารัตน์ บุญมี,0823972018,42,นักบัญชี,ชาย,53/19,5,เมืองเก่า,เมืองขอนแก่น,ขอนแก่น,40000,สมรส,ธนภัทร ศรีทอง,มารดา,575000
C062,มณีรัตน์ แก้วมณี,0855608259,51,พนักงานขาย,หญิง,166/81,6,น้ำพอง,น้ำพอง,ขอนแก่น,40140,สมรส,สุภาวดี ศรีสุข,ภรรยา,406000
C063,อรปรียา แสงทอง,0897450545,42,คนขับรถ,ชาย,237/58,1,สำราญ,เมืองขอนแก่น,ขอนแก่น,40000,โสด,ชลธิชา พรหมดี,บิดา,226000
C064,สุภาวดี ทองดี,0818558523,55,ตำรวจ,ชาย,293/84,4,ชุมแพ,ชุมแพ,ขอนแก่น,40130,หย่าร้าง,ศุภชัย พงษ์ดี,บุตร,317000
C065,กิตติพงษ์ คงมั่น,0867255418,65,ครู,ชาย,127/91,8,ในเมือง,เมืองขอนแก่น,ขอนแก่น,40000,หม้าย,กัญญารัตน์ วงศ์ดี,บุตร,321000
C066,นภัสสร สายทอง,0836592886,46,นักบัญชี,ชาย,34/43,2,กุดเค้า,มัญจาคีรี,ขอนแก่น,40160,หม้าย,นภัสสร อินทร์ทอง,พี่น้อง,576000
C067,ณัฐวุฒิ ทองดี,0839831414,62,แพทย์,หญิง,201/17,10,สำราญ,เมืองขอนแก่น,ขอนแก่น,40000,โสด,นภัสสร บุญช่วย,ภรรยา,1272000
C068,ณัฐวุฒิ แก้วมณี,0833599548,62,โปรแกรมเมอร์,หญิง,186/40,3,ในเมือง,เมืองขอนแก่น,ขอนแก่น,40000,สมรส,ภัทรพล พงษ์ดี,มารดา,531000
C069,ณัฐวุฒิ พรหมดี,0881733037,26,คนขับรถ,ชาย,68/77,7,กุดเค้า,มัญจาคีรี,ขอนแก่น,40160,สมรส,ธนภัทร สุขสวัสดิ์,พี่น้อง,264000
C070,ธีรภัทร์ มีสุข,0884255051,63,ตำรวจ,ชาย,146/97,12,ชุมแพ,ชุมแพ,ขอนแก่น,40130,หม้าย,ศิริพร บุญช่วย,มารดา,398000
C071,ชลธิชา สุวรรณ,0851875431,56,พนักงานขาย,หญิง,196/65,9,สำราญ,เมืองขอนแก่น,ขอนแก่น,40000,หม้าย,ธนภัทร บุญมี,บุตร,250000
C072,ธนกร พงษ์ดี,0872538698,43,คนขับรถ,ชาย,64/37,2,เมืองพล,พล,ขอนแก่น,40120,สมรส,วรพล เจริญสุข,บุตร,255000
C073,ศิริพร เจริญสุข,0816346644,42,พนักงานบริษัท,หญิง,203/65,6,ในเมือง,เมืองขอนแก่น,ขอนแก่น,40000,สมรส,ปวีณา ศรีสุข,สามี,294000
C074,กิตติพงษ์ คงดี,0881088100,61,นักบัญชี,ชาย,20/37,15,บ้านเป็ด,เมืองขอนแก่น,ขอนแก่น,40000,หม้าย,พัชราภา รุ่งเรือง,พี่น้อง,480000
C075,ณัฐวุฒิ ใจดี,0848043503,36,พยาบาล,ชาย,271/55,2,เมืองพล,พล,ขอนแก่น,40120,หย่าร้าง,ศิริพร พรหมดี,บิดา,264000
C076,ธนกร ศรีทอง,0816919270,49,ครู,ชาย,275/3,11,ชุมแพ,ชุมแพ,ขอนแก่น,40130,สมรส,พัชราภา รุ่งเรือง,สามี,459000
C077,ศิริพร ทองดี,0865255545,46,แพทย์,ชาย,185/9,9,เมืองพล,พล,ขอนแก่น,40120,โสด,ปวีณา พงษ์ดี,บิดา,1392000
C078,เอกภพ ใจดี,0863937508,42,ครู,หญิง,54/99,10,เมืองเก่า,เมืองขอนแก่น,ขอนแก่น,40000,หย่าร้าง,พิมพ์ชนก แสงทอง,สามี,519000
C079,รัตนาภรณ์ สุวรรณ,0841703065,49,ตำรวจ,หญิง,70/9,12,บ้านเป็ด,เมืองขอนแก่น,ขอนแก่น,40000,หม้าย,สมหญิง พรหมดี,มารดา,262000
C080,ภัทรพล พรหมดี,0865583814,52,โปรแกรมเมอร์,หญิง,19/97,11,สำราญ,เมืองขอนแก่น,ขอนแก่น,40000,สมรส,นภัสสร มีสุข,บิดา,1186000
C081,กิตติพงษ์ มีสุข,0828121922,47,โปรแกรมเมอร์,หญิง,174/24,8,บ้านไผ่,บ้านไผ่,ขอนแก่น,40110,หม้าย,ชลธิชา วงศ์ดี,สามี,1120000
C082,ณัฐวุฒิ อินทร์ดี,0838447546,58,แพทย์,หญิง,53/11,6,กุดเค้า,มัญจาคีรี,ขอนแก่น,40160,หย่าร้าง,นภัสสร เจริญสุข,บุตร,1472000
C083,ชลธิชา เจริญสุข,0869608154,22,ตำรวจ,หญิง,223/36,11,น้ำพอง,น้ำพอง,ขอนแก่น,40140,โสด,ณัฐวุฒิ สุวรรณ,พี่น้อง,447000
C084,ชยพล ทองคำ,0871543335,63,แพทย์,ชาย,225/5,3,บ้านเป็ด,เมืองขอนแก่น,ขอนแก่น,40000,โสด,ศิริพร แก้วมณี,สามี,1341000
C085,ศุภชัย รุ่งเรือง,0855187788,63,พนักงานขาย,หญิง,228/98,2,กุดเค้า,มัญจาคีรี,ขอนแก่น,40160,สมรส,กัญญารัตน์ มีสุข,ภรรยา,340000
C086,กิตติพงษ์ ใจดี,0859240971,31,พนักงานขาย,หญิง,61/34,13,เมืองพล,พล,ขอนแก่น,40120,หย่าร้าง,พัชราภา เจริญสุข,มารดา,493000
C087,อรทัย วัฒนชัย,0895871470,28,ครู,หญิง,228/12,13,บ้านเป็ด,เมืองขอนแก่น,ขอนแก่น,40000,หย่าร้าง,ณิชาภัทร มีสุข,พี่น้อง,273000
C088,นภัสสร สุขสวัสดิ์,0817054838,65,ตำรวจ,ชาย,261/29,2,กุดเค้า,มัญจาคีรี,ขอนแก่น,40160,สมรส,ชยพล รุ่งเรือง,มารดา,492000
C089,ภูมิพัฒน์ ทองดี,0877869154,43,พนักงานขาย,ชาย,45/9,5,น้ำพอง,น้ำพอง,ขอนแก่น,40140,หม้าย,พัชราภา ทองคำ,ภรรยา,449000
C090,รัตนาภรณ์ ทองดี,0838258130,24,แพทย์,หญิง,231/60,11,ศิลา,เมืองขอนแก่น,ขอนแก่น,40000,โสด,พิมพ์ชนก บุญช่วย,พี่น้อง,972000
C091,กัญญารัตน์ แสงทอง,0854293399,27,คนขับรถ,ชาย,85/21,6,สำราญ,เมืองขอนแก่น,ขอนแก่น,40000,สมรส,ชลธิชา วงศ์ดี,สามี,220000
C092,ธนกร บุญช่วย,0861691125,37,แพทย์,หญิง,274/12,9,น้ำพอง,น้ำพอง,ขอนแก่น,40140,สมรส,อรปรียา ทองดี,มารดา,950000
C093,รัตนาภรณ์ ใจดี,0859102469,25,พนักงานบริษัท,หญิง,293/54,10,เมืองเก่า,เมืองขอนแก่น,ขอนแก่น,40000,โสด,อนันต์ แก้วมณี,บุตร,328000
C094,ศิริพร สุวรรณ,0836244264,45,วิศวกร,หญิง,31/21,8,ศิลา,เมืองขอนแก่น,ขอนแก่น,40000,หม้าย,อนันต์ เจริญสุข,มารดา,648000
C095,วรัญญา คงดี,0858542969,40,ตำรวจ,หญิง,67/98,6,บ้านไผ่,บ้านไผ่,ขอนแก่น,40110,โสด,ภัทรพล แก้วใส,ภรรยา,302000
C096,ศิริพร รุ่งเรือง,0864184887,26,พนักงานบริษัท,หญิง,215/32,14,บ้านไผ่,บ้านไผ่,ขอนแก่น,40110,สมรส,รัตนาภรณ์ คงมั่น,บุตร,549000
C097,มณีรัตน์ สุขสวัสดิ์,0846920597,51,คนขับรถ,หญิง,158/64,1,ชุมแพ,ชุมแพ,ขอนแก่น,40130,โสด,ปวีณา วงศ์ดี,ภรรยา,303000
C098,สมหญิง แสงทอง,0867765480,38,พนักงานขาย,หญิง,275/2,14,สำราญ,เมืองขอนแก่น,ขอนแก่น,40000,โสด,ธีรภัทร์ รุ่งเรือง,สามี,552000
C099,ชลธิชา แสงทอง,0823158613,45,พนักงานบริษัท,ชาย,284/37,2,กุดเค้า,มัญจาคีรี,ขอนแก่น,40160,หม้าย,กัญญารัตน์ เจริญสุข,บุตร,323000
C100,กิตติพงษ์ สายทอง,0836587495,43,นักบัญชี,หญิง,102/78,9,บ้านเป็ด,เมืองขอนแก่น,ขอนแก่น,40000,หม้าย,กัญญารัตน์ แสงทอง,บิดา,259000
C101,ชยพล พงษ์ดี,0856643410,53,พนักงานขาย,ชาย,264/18,6,น้ำพอง,น้ำพอง,ขอนแก่น,40140,หย่าร้าง,ธนภัทร สายทอง,บุตร,558000
C102,กัญญารัตน์ วงศ์ดี,0818962302,54,พนักงานขาย,หญิง,9/48,6,ชุมแพ,ชุมแพ,ขอนแก่น,40130,โสด,ธีรภัทร์ ทองดี,สามี,587000
C103,วรพล แก้วมณี,0824200829,57,ช่างก่อสร้าง,ชาย,299/62,3,ในเมือง,เมืองขอนแก่น,ขอนแก่น,40000,หม้าย,พิมพ์ชนก สุวรรณ,มารดา,196000
C104,สมชาย เจริญสุข,0839702060,40,โปรแกรมเมอร์,ชาย,105/53,9,บ้านไผ่,บ้านไผ่,ขอนแก่น,40110,หม้าย,วรัญญา ทองคำ,พี่น้อง,363000
C105,อรทัย บุญช่วย,0859123194,40,เกษตรกร,หญิง,193/41,3,เมืองพล,พล,ขอนแก่น,40120,หม้าย,ภูมิพัฒน์ คงมั่น,บุตร,301000
C106,อรทัย แก้วใส,0886851946,37,คนขับรถ,หญิง,153/99,5,เมืองเก่า,เมืองขอนแก่น,ขอนแก่น,40000,สมรส,พัชราภา คงดี,ภรรยา,342000
C107,ภูมิพัฒน์ ทองคำ,0815825636,37,วิศวกร,ชาย,279/49,15,น้ำพอง,น้ำพอง,ขอนแก่น,40140,หม้าย,รัตนาภรณ์ มีสุข,มารดา,597000
C108,พัชราภา ศรีสุข,0825014486,42,พนักงานขาย,หญิง,110/26,14,ชุมแพ,ชุมแพ,ขอนแก่น,40130,หย่าร้าง,ภูมิพัฒน์ คงดี,สามี,250000
C109,ศิริพร แสงทอง,0813649811,62,คนขับรถ,ชาย,27/13,7,เมืองเก่า,เมืองขอนแก่น,ขอนแก่น,40000,หย่าร้าง,พัชราภา พงษ์ดี,บิดา,250000
C110,ธีรภัทร์ แก้วมณี,0849978365,50,พนักงานขาย,ชาย,165/37,11,สำราญ,เมืองขอนแก่น,ขอนแก่น,40000,โสด,มณีรัตน์ ศรีสุข,พี่น้อง,473000
C111,เอกภพ ทองคำ,0816006190,22,แพทย์,หญิง,19/51,13,บ้านเป็ด,เมืองขอนแก่น,ขอนแก่น,40000,สมรส,ธนภัทร ทองคำ,สามี,676000
C112,อรปรียา ศรีทอง,0842889899,26,นักบัญชี,หญิง,279/68,8,ชุมแพ,ชุมแพ,ขอนแก่น,40130,สมรส,วรัญญา วงศ์ดี,ภรรยา,379000
C113,ภัทรพล สุขสวัสดิ์,0878175669,49,เกษตรกร,หญิง,8/95,6,บ้านเป็ด,เมืองขอนแก่น,ขอนแก่น,40000,หย่าร้าง,อรปรียา สุวรรณ,มารดา,209000
C114,กัญญารัตน์ คงมั่น,0885479421,25,โปรแกรมเมอร์,ชาย,72/62,6,บ้านเป็ด,เมืองขอนแก่น,ขอนแก่น,40000,สมรส,สมชาย อินทร์ทอง,ภรรยา,541000
C115,ภัทรพล พรหมดี,0837801762,57,ตำรวจ,ชาย,185/89,4,สำราญ,เมืองขอนแก่น,ขอนแก่น,40000,โสด,ณิชาภัทร วัฒนชัย,ภรรยา,397000
C116,ณิชาภัทร วงศ์ดี,0867976731,65,วิศวกร,ชาย,189/79,4,สำราญ,เมืองขอนแก่น,ขอนแก่น,40000,สมรส,พิมพ์ชนก พงษ์ดี,มารดา,765000
C117,พัชราภา บุญช่วย,0899480665,50,คนขับรถ,ชาย,42/68,8,เมืองเก่า,เมืองขอนแก่น,ขอนแก่น,40000,หย่าร้าง,ณัฐวุฒิ ทองดี,บิดา,211000
C118,อรทัย ทองดี,0898473959,54,แพทย์,ชาย,267/57,2,กุดเค้า,มัญจาคีรี,ขอนแก่น,40160,สมรส,พัชราภา ทองดี,ภรรยา,786000
C119,ชยพล แสงทอง,0875269083,49,แพทย์,หญิง,289/8,9,ชุมแพ,ชุมแพ,ขอนแก่น,40130,หม้าย,ณิชาภัทร พรหมดี,พี่น้อง,644000
C120,รัตนาภรณ์ ใจดี,0815816582,33,ช่างก่อสร้าง,ชาย,217/45,12,ในเมือง,เมืองขอนแก่น,ขอนแก่น,40000,โสด,ภูมิพัฒน์ แสงทอง,บิดา,421000
C121,ธีรภัทร์ สุขสวัสดิ์,0893231198,28,เกษตรกร,หญิง,196/58,14,กุดเค้า,มัญจาคีรี,ขอนแก่น,40160,หม้าย,ปวีณา ศรีสุข,พี่น้อง,458000
C122,ธนกร มีสุข,0898115687,27,แพทย์,หญิง,66/94,4,เมืองพล,พล,ขอนแก่น,40120,โสด,มณีรัตน์ ใจดี,สามี,1548000
C123,ภูมิพัฒน์ สายทอง,0815037710,34,พยาบาล,หญิง,80/36,4,กุดเค้า,มัญจาคีรี,ขอนแก่น,40160,โสด,สมหญิง สุวรรณ,ภรรยา,554000
C124,อรทัย ศรีสุข,0841946973,26,ช่างก่อสร้าง,ชาย,25/32,12,ชุมแพ,ชุมแพ,ขอนแก่น,40130,โสด,ปวีณา เจริญสุข,มารดา,456000
C125,พิมพ์ชนก วงศ์ดี,0855616316,38,พยาบาล,หญิง,165/31,5,น้ำพอง,น้ำพอง,ขอนแก่น,40140,สมรส,ณิชาภัทร วงศ์ดี,มารดา,451000
C126,สมหญิง บุญช่วย,0867984768,57,ตำรวจ,ชาย,285/64,1,บ้านไผ่,บ้านไผ่,ขอนแก่น,40110,หย่าร้าง,ธนกร สุวรรณ,ภรรยา,508000
C127,ธีรภัทร์ รุ่งเรือง,0881966769,39,โปรแกรมเมอร์,ชาย,243/31,14,เมืองพล,พล,ขอนแก่น,40120,สมรส,นภัสสร คงดี,มารดา,1125000
C128,ภูมิพัฒน์ อินทร์ดี,0829986473,46,คนขับรถ,ชาย,125/33,4,บ้านไผ่,บ้านไผ่,ขอนแก่น,40110,หย่าร้าง,ธนกร ศรีสุข,ภรรยา,369000
C129,เอกภพ บุญมี,0814553544,23,วิศวกร,หญิง,21/10,4,น้ำพอง,น้ำพอง,ขอนแก่น,40140,โสด,อนันต์ บุญมี,สามี,610000
C130,อรทัย ทองคำ,0889953163,27,ตำรวจ,หญิง,105/51,15,เมืองเก่า,เมืองขอนแก่น,ขอนแก่น,40000,สมรส,ภูมิพัฒน์ คงมั่น,สามี,434000
C131,ธนกร มีสุข,0867944595,39,วิศวกร,หญิง,255/60,2,เมืองพล,พล,ขอนแก่น,40120,หม้าย,มณีรัตน์ คงมั่น,มารดา,679000
C132,สมหญิง ทองดี,0847372653,34,ตำรวจ,ชาย,134/71,15,ในเมือง,เมืองขอนแก่น,ขอนแก่น,40000,หม้าย,นภัสสร รุ่งเรือง,มารดา,408000
